ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
GO:0044036	cell wall macromolecule metabolic process	53	9	AFUB_001990,AFUB_004590,AFUB_016310,AFUB_021050,AFUB_031270,AFUB_046310,AFUB_076190,AFUB_077830,AFUB_097070,	17.0	2.33	2.63	0.0133557488183	0.147274203186	1.0
GO:1901071	glucosamine-containing compound metabolic process	28	6	AFUB_037900,AFUB_082480,AFUB_083460,AFUB_085200,AFUB_085870,AFUB_090720,	21.4	2.94	3.5	0.0137637917272	0.150418581019	1.0
GO:0061984	catabolite repression	3	2	AFUB_051440,AFUB_069810,	66.7	9.15	25.55	0.0151206659835	0.154230793032	1.0
GO:0071472	cellular response to salt stress	3	2	AFUB_020650,AFUB_055940,	66.7	9.15	25.55	0.0151206659835	0.154230793032	1.0
GO:0009651	response to salt stress	3	2	AFUB_020650,AFUB_055940,	66.7	9.15	25.55	0.0151206659835	0.154230793032	1.0
GO:0035592	establishment of protein localization to extracellular region	3	2	AFUB_021810,AFUB_066150,	66.7	9.15	25.55	0.0151206659835	0.154230793032	1.0
GO:0002790	peptide secretion	3	2	AFUB_021810,AFUB_066150,	66.7	9.15	25.55	0.0151206659835	0.154230793032	1.0
GO:0009306	protein secretion	3	2	AFUB_021810,AFUB_066150,	66.7	9.15	25.55	0.0151206659835	0.154230793032	1.0
GO:0071692	protein localization to extracellular region	3	2	AFUB_021810,AFUB_066150,	66.7	9.15	25.55	0.0151206659835	0.154230793032	1.0
GO:0006044	N-acetylglucosamine metabolic process	3	2	AFUB_082480,AFUB_083460,	66.7	9.15	25.55	0.0151206659835	0.154230793032	1.0
GO:0012501	programmed cell death	14	4	AFUB_015960,AFUB_037900,AFUB_085200,AFUB_085870,	28.6	3.92	5.12	0.0154733289977	0.155240612239	1.0
GO:0008219	cell death	14	4	AFUB_015960,AFUB_037900,AFUB_085200,AFUB_085870,	28.6	3.92	5.12	0.0154733289977	0.155240612239	1.0
GO:0044282	small molecule catabolic process	133	17	AFUB_001990,AFUB_013000,AFUB_021290,AFUB_023080,AFUB_024990,AFUB_026030,AFUB_030900,AFUB_031270,AFUB_046030,AFUB_054240,AFUB_057420,AFUB_065720,AFUB_079490,AFUB_084050,AFUB_088580,AFUB_090740,AFUB_099260,	12.8	1.75	1.89	0.0159706918983	0.156036710238	1.0
GO:0006559	L-phenylalanine catabolic process	8	3	AFUB_021290,AFUB_024990,AFUB_090740,	37.5	5.15	7.67	0.0163175644693	0.156036710238	1.0
GO:0009968	negative regulation of signal transduction	8	3	AFUB_026940,AFUB_072790,AFUB_101830,	37.5	5.15	7.67	0.0163175644693	0.156036710238	1.0
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	8	3	AFUB_021290,AFUB_024990,AFUB_090740,	37.5	5.15	7.67	0.0163175644693	0.156036710238	1.0
GO:0010648	negative regulation of cell communication	8	3	AFUB_026940,AFUB_072790,AFUB_101830,	37.5	5.15	7.67	0.0163175644693	0.156036710238	1.0
GO:0023057	negative regulation of signaling	8	3	AFUB_026940,AFUB_072790,AFUB_101830,	37.5	5.15	7.67	0.0163175644693	0.156036710238	1.0
GO:1903046	meiotic cell cycle process	46	8	AFUB_015800,AFUB_030640,AFUB_043420,AFUB_060190,AFUB_066820,AFUB_072930,AFUB_088500,AFUB_089440,	17.4	2.39	2.7	0.0167293287214	0.158631629081	1.0
GO:0030582	reproductive fruiting body development	55	9	AFUB_001420,AFUB_015960,AFUB_023920,AFUB_032790,AFUB_043130,AFUB_066820,AFUB_089440,AFUB_100220,AFUB_100320,	16.4	2.25	2.52	0.0168481305397	0.158631629081	1.0
GO:0051726	regulation of cell cycle	84	12	AFUB_011400,AFUB_035330,AFUB_039140,AFUB_039530,AFUB_046660,AFUB_054310,AFUB_059440,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_090180,AFUB_093810,	14.3	1.96	2.15	0.0179332226892	0.167559271539	1.0
GO:0010033	response to organic substance	22	5	AFUB_020650,AFUB_021710,AFUB_035050,AFUB_051440,AFUB_057420,	22.7	3.12	3.77	0.0187767584391	0.173430725502	1.0
GO:0051716	cellular response to stimulus	382	39	AFUB_005590,AFUB_005600,AFUB_007280,AFUB_018140,AFUB_019610,AFUB_020650,AFUB_026080,AFUB_026940,AFUB_028690,AFUB_030660,AFUB_032790,AFUB_035050,AFUB_036740,AFUB_037210,AFUB_040580,AFUB_041920,AFUB_042200,AFUB_043350,AFUB_046660,AFUB_049650,AFUB_051440,AFUB_054310,AFUB_055940,AFUB_057420,AFUB_057500,AFUB_063650,AFUB_064490,AFUB_066150,AFUB_067030,AFUB_069810,AFUB_072790,AFUB_089840,AFUB_089990,AFUB_090140,AFUB_093350,AFUB_094400,AFUB_098950,AFUB_100220,AFUB_100730,	10.2	1.4	1.48	0.0188450053037	0.173430725502	1.0
GO:0051447	negative regulation of meiotic cell cycle	15	4	AFUB_039530,AFUB_046660,AFUB_072930,AFUB_093810,	26.7	3.66	4.66	0.0199107105782	0.180523775909	1.0
GO:0043942	negative regulation of sexual sporulation resulting in formation of a cellular spore	15	4	AFUB_039530,AFUB_046660,AFUB_072930,AFUB_093810,	26.7	3.66	4.66	0.0199107105782	0.180523775909	1.0
GO:0034293	sexual sporulation	39	7	AFUB_015800,AFUB_030640,AFUB_060190,AFUB_066820,AFUB_072930,AFUB_088500,AFUB_089440,	17.9	2.46	2.81	0.0208800882118	0.18654910928	1.0
GO:0043935	sexual sporulation resulting in formation of a cellular spore	39	7	AFUB_015800,AFUB_030640,AFUB_060190,AFUB_066820,AFUB_072930,AFUB_088500,AFUB_089440,	17.9	2.46	2.81	0.0208800882118	0.18654910928	1.0
GO:0043939	negative regulation of sporulation	31	6	AFUB_039530,AFUB_046660,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	19.4	2.66	3.08	0.0223625020034	0.195512160372	1.0
GO:0045596	negative regulation of cell differentiation	31	6	AFUB_039530,AFUB_046660,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	19.4	2.66	3.08	0.0223625020034	0.195512160372	1.0
GO:0044347	cell wall polysaccharide catabolic process	31	6	AFUB_001990,AFUB_016310,AFUB_031270,AFUB_046310,AFUB_077830,AFUB_097070,	19.4	2.66	3.08	0.0223625020034	0.195512160372	1.0
GO:2000243	positive regulation of reproductive process	23	5	AFUB_001420,AFUB_023920,AFUB_035330,AFUB_088500,AFUB_089440,	21.7	2.98	3.56	0.0225957438393	0.196150286945	1.0
GO:0048519	negative regulation of biological process	128	16	AFUB_018660,AFUB_026940,AFUB_039530,AFUB_042250,AFUB_046660,AFUB_051440,AFUB_054310,AFUB_055320,AFUB_058830,AFUB_069810,AFUB_072790,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,AFUB_101830,	12.5	1.72	1.84	0.0230669665488	0.196957869835	1.0
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	9	3	AFUB_021290,AFUB_024990,AFUB_090740,	33.3	4.58	6.39	0.0231715140982	0.196957869835	1.0
GO:0006558	L-phenylalanine metabolic process	9	3	AFUB_021290,AFUB_024990,AFUB_090740,	33.3	4.58	6.39	0.0231715140982	0.196957869835	1.0
GO:1901565	organonitrogen compound catabolic process	182	21	AFUB_006850,AFUB_021290,AFUB_021750,AFUB_023080,AFUB_024990,AFUB_029750,AFUB_037900,AFUB_046030,AFUB_050280,AFUB_054240,AFUB_066090,AFUB_068800,AFUB_069810,AFUB_076190,AFUB_085200,AFUB_085870,AFUB_088580,AFUB_090720,AFUB_090740,AFUB_098360,AFUB_099260,	11.5	1.58	1.69	0.0234397765194	0.19786404455	1.0
GO:0051321	meiotic cell cycle	49	8	AFUB_015800,AFUB_030640,AFUB_043420,AFUB_060190,AFUB_066820,AFUB_072930,AFUB_088500,AFUB_089440,	16.3	2.24	2.51	0.0239005884641	0.200372056712	1.0
GO:0034605	cellular response to heat	24	5	AFUB_043350,AFUB_055940,AFUB_072790,AFUB_093350,AFUB_094400,	20.8	2.86	3.37	0.0268840616318	0.217501810466	1.0
GO:1901700	response to oxygen-containing compound	24	5	AFUB_020650,AFUB_035050,AFUB_055940,AFUB_057420,AFUB_094400,	20.8	2.86	3.37	0.0268840616318	0.217501810466	1.0
GO:1901701	cellular response to oxygen-containing compound	24	5	AFUB_020650,AFUB_035050,AFUB_055940,AFUB_057420,AFUB_094400,	20.8	2.86	3.37	0.0268840616318	0.217501810466	1.0
GO:0010383	cell wall polysaccharide metabolic process	41	7	AFUB_001990,AFUB_016310,AFUB_021050,AFUB_031270,AFUB_046310,AFUB_077830,AFUB_097070,	17.1	2.34	2.64	0.0269351131765	0.217501810466	1.0
GO:0071277	cellular response to calcium ion	4	2	AFUB_007280,AFUB_028690,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0000915	actomyosin contractile ring assembly	4	2	AFUB_059440,AFUB_093350,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0000912	assembly of actomyosin apparatus involved in cytokinesis	4	2	AFUB_059440,AFUB_093350,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0051592	response to calcium ion	4	2	AFUB_007280,AFUB_028690,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0044837	actomyosin contractile ring organization	4	2	AFUB_059440,AFUB_093350,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0031032	actomyosin structure organization	4	2	AFUB_059440,AFUB_093350,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0030978	alpha-glucan metabolic process	4	2	AFUB_014990,AFUB_021050,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0030866	cortical actin cytoskeleton organization	4	2	AFUB_059440,AFUB_093350,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0019568	arabinose catabolic process	4	2	AFUB_001990,AFUB_031270,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0007155	cell adhesion	4	2	AFUB_028890,AFUB_098950,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0070595	(1->3)-alpha-glucan metabolic process	4	2	AFUB_014990,AFUB_021050,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0022610	biological adhesion	4	2	AFUB_028890,AFUB_098950,	50.0	6.86	12.77	0.0287870043264	0.217501810466	1.0
GO:0009063	cellular amino acid catabolic process	51	8	AFUB_021290,AFUB_023080,AFUB_024990,AFUB_046030,AFUB_054240,AFUB_088580,AFUB_090740,AFUB_099260,	15.7	2.15	2.39	0.0297358259411	0.222101102476	1.0
GO:0010410	hemicellulose metabolic process	33	6	AFUB_001990,AFUB_016310,AFUB_031270,AFUB_046310,AFUB_077830,AFUB_097070,	18.2	2.5	2.85	0.0297586444495	0.222101102476	1.0
GO:0000272	polysaccharide catabolic process	154	18	AFUB_001990,AFUB_016310,AFUB_017790,AFUB_030140,AFUB_031270,AFUB_037900,AFUB_044090,AFUB_046310,AFUB_046510,AFUB_048180,AFUB_074660,AFUB_077830,AFUB_079490,AFUB_085200,AFUB_085870,AFUB_090720,AFUB_091030,AFUB_097070,	11.7	1.6	1.71	0.0305655217596	0.226688675133	1.0
GO:0006032	chitin catabolic process	17	4	AFUB_037900,AFUB_085200,AFUB_085870,AFUB_090720,	23.5	3.23	3.94	0.0309289287151	0.226688675133	1.0
GO:0006970	response to osmotic stress	17	4	AFUB_020650,AFUB_055940,AFUB_072440,AFUB_098950,	23.5	3.23	3.94	0.0309289287151	0.226688675133	1.0
GO:0048585	negative regulation of response to stimulus	10	3	AFUB_026940,AFUB_072790,AFUB_101830,	30.0	4.12	5.48	0.0313446356019	0.228368059385	1.0
GO:0051093	negative regulation of developmental process	34	6	AFUB_039530,AFUB_046660,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	17.6	2.42	2.75	0.0339932415874	0.245455995053	1.0
GO:0046395	carboxylic acid catabolic process	92	12	AFUB_013000,AFUB_021290,AFUB_023080,AFUB_024990,AFUB_030900,AFUB_046030,AFUB_054240,AFUB_079490,AFUB_084050,AFUB_088580,AFUB_090740,AFUB_099260,	13.0	1.79	1.93	0.034091110424	0.245455995053	1.0
GO:0048523	negative regulation of cellular process	103	13	AFUB_018660,AFUB_026940,AFUB_039530,AFUB_046660,AFUB_051440,AFUB_054310,AFUB_069810,AFUB_072790,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,AFUB_101830,	12.6	1.73	1.86	0.0356279165306	0.255020876219	1.0
GO:0030584	sporocarp development	53	8	AFUB_001420,AFUB_015960,AFUB_023920,AFUB_032790,AFUB_043130,AFUB_066820,AFUB_089440,AFUB_100220,	15.1	2.07	2.28	0.0364830565466	0.258122897185	1.0
GO:0006979	response to oxidative stress	53	8	AFUB_017280,AFUB_055940,AFUB_057500,AFUB_066150,AFUB_067030,AFUB_072790,AFUB_084930,AFUB_094400,	15.1	2.07	2.28	0.0364830565466	0.258122897185	1.0
GO:0019439	aromatic compound catabolic process	83	11	AFUB_021290,AFUB_024990,AFUB_026940,AFUB_030900,AFUB_045210,AFUB_055320,AFUB_066090,AFUB_081320,AFUB_088580,AFUB_090740,AFUB_094370,	13.3	1.82	1.96	0.0374386867376	0.261101523454	1.0
GO:2000242	negative regulation of reproductive process	18	4	AFUB_039530,AFUB_046660,AFUB_072930,AFUB_093810,	22.2	3.05	3.66	0.0375440099084	0.261101523454	1.0
GO:0016579	protein deubiquitination	18	4	AFUB_021750,AFUB_029750,AFUB_050280,AFUB_069810,	22.2	3.05	3.66	0.0375440099084	0.261101523454	1.0
GO:0009628	response to abiotic stimulus	73	10	AFUB_020650,AFUB_037210,AFUB_043350,AFUB_055940,AFUB_072440,AFUB_072790,AFUB_093350,AFUB_094400,AFUB_098950,AFUB_100220,	13.7	1.88	2.04	0.0378078390579	0.261450819248	1.0
GO:0016054	organic acid catabolic process	94	12	AFUB_013000,AFUB_021290,AFUB_023080,AFUB_024990,AFUB_030900,AFUB_046030,AFUB_054240,AFUB_079490,AFUB_084050,AFUB_088580,AFUB_090740,AFUB_099260,	12.8	1.75	1.88	0.0393793525469	0.270788356839	1.0
GO:0032506	cytokinetic process	11	3	AFUB_014350,AFUB_059440,AFUB_093350,	27.3	3.74	4.79	0.040820001199	0.277576008153	1.0
GO:0046578	regulation of Ras protein signal transduction	11	3	AFUB_054980,AFUB_059440,AFUB_090140,	27.3	3.74	4.79	0.040820001199	0.277576008153	1.0
GO:1901606	alpha-amino acid catabolic process	45	7	AFUB_021290,AFUB_023080,AFUB_024990,AFUB_046030,AFUB_088580,AFUB_090740,AFUB_099260,	15.6	2.14	2.36	0.0423965617813	0.285302574733	1.0
GO:0009408	response to heat	27	5	AFUB_043350,AFUB_055940,AFUB_072790,AFUB_093350,AFUB_094400,	18.5	2.54	2.91	0.0427069923689	0.285302574733	1.0
GO:0062197	cellular response to chemical stress	55	8	AFUB_020650,AFUB_055940,AFUB_057500,AFUB_066150,AFUB_067030,AFUB_072790,AFUB_094400,AFUB_098950,	14.5	2.0	2.18	0.0441917300755	0.285302574733	1.0
GO:0016310	phosphorylation	172	19	AFUB_014350,AFUB_017510,AFUB_018600,AFUB_020650,AFUB_021710,AFUB_027480,AFUB_030660,AFUB_036500,AFUB_040390,AFUB_041920,AFUB_043130,AFUB_049500,AFUB_054020,AFUB_054310,AFUB_059390,AFUB_062470,AFUB_064490,AFUB_066150,AFUB_072650,	11.0	1.52	1.6	0.0441988795362	0.285302574733	1.0
GO:0010564	regulation of cell cycle process	65	9	AFUB_035330,AFUB_039530,AFUB_046660,AFUB_054310,AFUB_059440,AFUB_072930,AFUB_088500,AFUB_089440,AFUB_093810,	13.8	1.9	2.06	0.0446965302285	0.285302574733	1.0
GO:1902084	fumagillin metabolic process	5	2	AFUB_046990,AFUB_086050,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:1905037	autophagosome organization	5	2	AFUB_021810,AFUB_066150,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:1902086	fumagillin biosynthetic process	5	2	AFUB_046990,AFUB_086050,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0016236	macroautophagy	5	2	AFUB_021810,AFUB_066150,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0031670	cellular response to nutrient	5	2	AFUB_051440,AFUB_069810,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0007584	response to nutrient	5	2	AFUB_051440,AFUB_069810,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0000045	autophagosome assembly	5	2	AFUB_021810,AFUB_066150,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0030865	cortical cytoskeleton organization	5	2	AFUB_059440,AFUB_093350,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0097176	epoxide metabolic process	5	2	AFUB_046990,AFUB_086050,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0044419	biological process involved in interspecies interaction between organisms	5	2	AFUB_028890,AFUB_100320,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0044403	biological process involved in symbiotic interaction	5	2	AFUB_028890,AFUB_100320,	40.0	5.49	8.51	0.0456857064114	0.285302574733	1.0
GO:0009405	obsolete pathogenesis	56	8	AFUB_007280,AFUB_028890,AFUB_043350,AFUB_050630,AFUB_068800,AFUB_070680,AFUB_080720,AFUB_100730,	14.3	1.96	2.14	0.0484195111034	0.299320614094	1.0
GO:0044042	glucan metabolic process	56	8	AFUB_014990,AFUB_017790,AFUB_021050,AFUB_044090,AFUB_046510,AFUB_067270,AFUB_074660,AFUB_091030,	14.3	1.96	2.14	0.0484195111034	0.299320614094	1.0
GO:0006040	amino sugar metabolic process	37	6	AFUB_037900,AFUB_082480,AFUB_083460,AFUB_085200,AFUB_085870,AFUB_090720,	16.2	2.23	2.48	0.0489518964808	0.301091061772	1.0
